country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",09-03-2025 20:00:00,8.8787,76.6073,NH3,1,1,1
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",09-03-2025 20:00:00,8.563700,76.886500,OZONE,36,37,37
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",09-03-2025 20:00:00,8.5149093,76.9435879,OZONE,16,28,20
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",09-03-2025 20:00:00,10.532400,76.215900,NO2,8,9,8
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",09-03-2025 20:00:00,10.532400,76.215900,SO2,1,3,1
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",09-03-2025 20:00:00,10.532400,76.215900,OZONE,30,31,31
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",09-03-2025 20:00:00,23.264759,77.381568,NH3,3,6,4
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",09-03-2025 20:00:00,14.475800,75.905200,NH3,2,2,2
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",09-03-2025 20:00:00,14.475800,75.905200,CO,27,33,28
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",09-03-2025 20:00:00,15.459706,75.008381,SO2,2,10,5
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",09-03-2025 20:00:00,15.459706,75.008381,OZONE,8,60,48
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",09-03-2025 20:00:00,15.3714823,75.1160168,PM10,48,51,48
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",09-03-2025 20:00:00,15.3714823,75.1160168,OZONE,10,31,27
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",09-03-2025 20:00:00,17.321993,76.822628,SO2,44,48,46
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",09-03-2025 20:00:00,13.34194444,74.74694444,NO2,30,32,31
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",09-03-2025 20:00:00,16.7602,77.1428,PM10,78,155,107
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",09-03-2025 20:00:00,10.073232,76.302765,NO2,NA,NA,NA
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",09-03-2025 20:00:00,10.073232,76.302765,NH3,NA,NA,NA
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",09-03-2025 20:00:00,11.875000,75.373200,NH3,1,1,1
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",09-03-2025 20:00:00,11.875000,75.373200,SO2,5,5,5
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",09-03-2025 20:00:00,13.0270199,77.494094,OZONE,27,30,30
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",09-03-2025 20:00:00,12.921418,77.502466,CO,30,65,42
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",09-03-2025 20:00:00,13.0246342,77.5080115,NH3,2,2,2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",09-03-2025 20:00:00,13.428828,77.731418,NH3,1,2,1
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",09-03-2025 20:00:00,16.208139,77.348417,NO2,NA,NA,NA
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",09-03-2025 20:00:00,16.208139,77.348417,NH3,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",09-03-2025 20:00:00,12.733409,77.298051,NH3,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",09-03-2025 20:00:00,13.940000,75.555917,CO,6,30,18
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",09-03-2025 20:00:00,13.940000,75.555917,OZONE,2,162,100
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",09-03-2025 20:00:00,14.816666,74.141003,PM2.5,32,68,49
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",09-03-2025 20:00:00,13.1276288,78.1570122,PM10,NA,NA,NA
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",09-03-2025 20:00:00,13.1276288,78.1570122,NH3,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",09-03-2025 20:00:00,15.347630,76.181767,PM10,54,106,75
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",09-03-2025 20:00:00,12.920984,77.584908,OZONE,20,30,21
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",09-03-2025 20:00:00,13.003872,77.664217,OZONE,26,27,27
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",09-03-2025 20:00:00,13.0270199,77.494094,PM2.5,28,243,101
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",09-03-2025 20:00:00,23.331731,75.045981,PM10,30,162,97
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",09-03-2025 20:00:00,23.331731,75.045981,NO2,31,31,31
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",09-03-2025 20:00:00,23.331731,75.045981,SO2,15,17,16
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",09-03-2025 20:00:00,23.838586,78.759431,PM2.5,2,38,18
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",09-03-2025 20:00:00,23.838586,78.759431,CO,8,22,17
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",09-03-2025 20:00:00,24.58434363,80.8549414,SO2,23,24,24
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",09-03-2025 20:00:00,24.58434363,80.8549414,OZONE,11,33,28
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",09-03-2025 20:00:00,24.108970,82.645580,SO2,20,136,51
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",09-03-2025 20:00:00,23.182719 ,75.768218 ,PM2.5,15,27,21
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",09-03-2025 20:00:00,23.182719 ,75.768218 ,PM10,24,87,52
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",09-03-2025 20:00:00,19.875620,75.387310,PM2.5,46,147,82
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",09-03-2025 20:00:00,19.8389439,75.244448,OZONE,10,120,98
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",09-03-2025 20:00:00,19.863756,75.321188,OZONE,11,141,89
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",09-03-2025 20:00:00,19.16485,73.23409,PM2.5,72,233,168
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",09-03-2025 20:00:00,19.16485,73.23409,PM10,67,199,135
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",09-03-2025 20:00:00,19.0243902,73.0406721,PM10,86,308,147
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",09-03-2025 20:00:00,19.0243902,73.0406721,NH3,1,22,9
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",09-03-2025 20:00:00,21.001264,75.565602,PM10,85,426,180
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",09-03-2025 20:00:00,21.001264,75.565602,NO2,3,111,46
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",09-03-2025 20:00:00,21.001264,75.565602,NH3,6,17,10
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",09-03-2025 20:00:00,19.192056,72.9585188,PM10,75,140,107
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",09-03-2025 20:00:00,16.6870449,74.2505872,NH3,10,14,11
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",09-03-2025 20:00:00,16.6870449,74.2505872,OZONE,3,90,71
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",09-03-2025 20:00:00,16.7143745,74.2426398,PM2.5,34,73,54
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",09-03-2025 20:00:00,19.10122,74.73339,PM10,40,312,115
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",09-03-2025 20:00:00,20.719516,77.000253,PM2.5,49,339,125
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",09-03-2025 20:00:00,20.719516,77.000253,SO2,7,23,12
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",09-03-2025 20:00:00,20.719516,77.000253,CO,34,86,41
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",09-03-2025 20:00:00,20.719516,77.000253,OZONE,1,95,72
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",09-03-2025 20:00:00,20.939198,77.765701,PM2.5,33,71,50
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",09-03-2025 20:00:00,20.939198,77.765701,PM10,57,259,104
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",09-03-2025 20:00:00,22.7084,75.8815,PM10,23,115,47
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",09-03-2025 20:00:00,22.7084,75.8815,NO2,9,16,14
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",09-03-2025 20:00:00,22.7084,75.8815,OZONE,10,21,17
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",09-03-2025 20:00:00,23.163174,79.973061,SO2,17,107,80
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",09-03-2025 20:00:00,23.142888,79.916147,NO2,13,116,37
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",09-03-2025 20:00:00,23.168606,79.932247,CO,20,148,31
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",09-03-2025 20:00:00,16.7143745,74.2426398,NO2,4,37,15
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",09-03-2025 20:00:00,18.39963,76.57452,NH3,7,12,11
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",09-03-2025 20:00:00,18.39963,76.57452,CO,2,125,43
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",09-03-2025 20:00:00,19.065931,72.862131,PM2.5,29,215,77
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",09-03-2025 20:00:00,19.23241,72.86895,CO,4,52,31
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",09-03-2025 20:00:00,19.309073,73.057223,PM10,44,190,119
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",09-03-2025 20:00:00,19.786089,72.757971,NO2,16,97,43
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",09-03-2025 20:00:00,20.918946,74.776388,NO2,43,47,45
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",09-03-2025 20:00:00,26.259242,78.216432,PM2.5,45,383,167
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",09-03-2025 20:00:00,22.7289,75.8076,SO2,14,15,15
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",09-03-2025 20:00:00,23.218135,79.957770,OZONE,11,80,49
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",09-03-2025 20:00:00,23.50016,80.23284,OZONE,7,102,87
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",09-03-2025 20:00:00,19.1878657,72.8304069,CO,3,72,9
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",09-03-2025 20:00:00,19.1750,72.9419,NO2,19,25,21
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",09-03-2025 20:00:00,19.1750,72.9419,NH3,3,4,3
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",09-03-2025 20:00:00,19.137500,72.915056,NH3,2,2,2
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",09-03-2025 20:00:00,19.137500,72.915056,SO2,26,37,29
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",09-03-2025 20:00:00,19.137500,72.915056,CO,16,18,18
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",09-03-2025 20:00:00,19.000084,72.856730,PM2.5,34,148,72
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",09-03-2025 20:00:00,19.000084,72.856730,NH3,2,10,4
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",09-03-2025 20:00:00,19.000084,72.856730,OZONE,1,30,18
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",09-03-2025 20:00:00,19.060498,72.923356,CO,12,46,19
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",09-03-2025 20:00:00,19.000083,72.813993,CO,24,76,43
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",09-03-2025 20:00:00,19.047000,72.874600,NO2,7,11,8
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",09-03-2025 20:00:00,19.047000,72.874600,OZONE,5,5,5
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",09-03-2025 20:00:00,19.383200,72.820400,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",09-03-2025 20:00:00,19.383200,72.820400,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",09-03-2025 20:00:00,19.383200,72.820400,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",09-03-2025 20:00:00,19.383200,72.820400,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",09-03-2025 20:00:00,19.10861,72.83622,SO2,35,37,36
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",09-03-2025 20:00:00,18.9936162,72.8128113,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",09-03-2025 20:00:00,18.9936162,72.8128113,OZONE,25,26,25
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",09-03-2025 20:00:00,20.0073285,73.7762427,NO2,11,42,24
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",09-03-2025 20:00:00,20.021503,73.813844,PM2.5,44,186,101
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",09-03-2025 20:00:00,19.950220,73.731480,PM2.5,47,173,94
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",09-03-2025 20:00:00,19.9591346,73.7788008,NH3,2,5,4
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",09-03-2025 20:00:00,19.090337,73.014232,PM2.5,39,388,169
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",09-03-2025 20:00:00,19.090337,73.014232,PM10,53,431,166
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",09-03-2025 20:00:00,19.2243333,72.8658113,NH3,2,8,4
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",09-03-2025 20:00:00,19.0364585,72.8954371,NO2,36,94,57
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",09-03-2025 20:00:00,19.0364585,72.8954371,SO2,1,35,12
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",09-03-2025 20:00:00,19.10078,72.87462,PM2.5,47,76,58
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",09-03-2025 20:00:00,19.10078,72.87462,PM10,81,115,96
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",09-03-2025 20:00:00,19.10078,72.87462,CO,17,32,21
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",09-03-2025 20:00:00,21.121801,79.04952,PM10,66,109,88
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",09-03-2025 20:00:00,21.14472,79.107595,NH3,2,25,6
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",09-03-2025 20:00:00,21.152875,79.0517531,PM10,68,141,101
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",09-03-2025 20:00:00,21.152875,79.0517531,NO2,9,93,29
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",09-03-2025 20:00:00,21.152875,79.0517531,CO,15,114,29
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",09-03-2025 20:00:00,21.143383,79.048912,NO2,8,75,23
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",09-03-2025 20:00:00,19.090337,73.014232,CO,6,104,22
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",09-03-2025 20:00:00,19.090337,73.014232,OZONE,7,81,52
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",09-03-2025 20:00:00,19.02579,73.10297,SO2,12,92,26
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",09-03-2025 20:00:00,19.0863,72.8888,OZONE,28,29,28
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",09-03-2025 20:00:00,19.19709,72.82204,SO2,2,13,6
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",09-03-2025 20:00:00,18.96702,72.84214,PM2.5,32,192,85
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",09-03-2025 20:00:00,18.63673,73.82487,NO2,20,103,58
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",09-03-2025 20:00:00,18.63673,73.82487,NH3,7,8,8
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",09-03-2025 20:00:00,18.63673,73.82487,SO2,8,32,18
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",09-03-2025 20:00:00,18.96702,72.84214,PM10,71,156,104
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",09-03-2025 20:00:00,19.1878657,72.8304069,PM10,51,126,84
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",09-03-2025 20:00:00,17.6336264,75.9132495,NO2,NA,NA,NA
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",09-03-2025 20:00:00,17.65439,75.90649,PM10,106,185,134
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",09-03-2025 20:00:00,17.65439,75.90649,NH3,4,69,14
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",09-03-2025 20:00:00,17.65439,75.90649,CO,26,155,47
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",09-03-2025 20:00:00,17.6599188,75.9063906,PM2.5,67,67,67
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",09-03-2025 20:00:00,17.6599188,75.9063906,PM10,111,111,111
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",09-03-2025 20:00:00,19.26777,72.97182,PM10,90,265,137
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",09-03-2025 20:00:00,19.26777,72.97182,NH3,2,6,4
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",09-03-2025 20:00:00,19.26777,72.97182,SO2,4,51,16
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",09-03-2025 20:00:00,19.222279,72.957979,PM10,60,150,100
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",09-03-2025 20:00:00,25.5803419,91.8942571,NH3,12,13,13
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",09-03-2025 20:00:00,25.5586,91.8985,SO2,5,15,7
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",09-03-2025 20:00:00,23.7176342,92.7192841,PM10,47,128,89
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB",09-03-2025 20:00:00,25.6635413,94.0989878,SO2,56,58,57
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",09-03-2025 20:00:00,20.832874,85.104082,PM2.5,58,332,144
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",09-03-2025 20:00:00,20.832874,85.104082,PM10,83,268,147
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",09-03-2025 20:00:00,21.51161,86.89088,PM2.5,63,177,82
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",09-03-2025 20:00:00,18.616318,73.765797,SO2,NA,NA,NA
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",09-03-2025 20:00:00,18.605770,73.749976,NO2,80,229,143
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",09-03-2025 20:00:00,18.501793,73.927532,PM10,44,198,126
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",09-03-2025 20:00:00,18.5011743,73.8165527,NO2,NA,NA,NA
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",09-03-2025 20:00:00,18.5011743,73.8165527,SO2,NA,NA,NA
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",09-03-2025 20:00:00,18.454450,73.854155,SO2,NA,NA,NA
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",09-03-2025 20:00:00,19.222279,72.957979,NH3,4,10,7
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",09-03-2025 20:00:00,19.222279,72.957979,SO2,17,75,32
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",09-03-2025 20:00:00,19.222279,72.957979,OZONE,7,95,65
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",09-03-2025 20:00:00,19.235581,73.159121,PM10,83,159,126
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",09-03-2025 20:00:00,19.235581,73.159121,NO2,36,51,43
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",09-03-2025 20:00:00,19.235581,73.159121,NH3,3,5,3
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",09-03-2025 20:00:00,19.235581,73.159121,OZONE,28,86,47
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",09-03-2025 20:00:00,18.454450,73.854155,CO,28,104,33
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",09-03-2025 20:00:00,18.573040,73.927715,CO,5,106,28
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",09-03-2025 20:00:00,18.573040,73.927715,OZONE,15,143,94
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",09-03-2025 20:00:00,18.547056,73.826908,NO2,7,60,31
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",09-03-2025 20:00:00,18.547056,73.826908,CO,6,116,27
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",09-03-2025 20:00:00, 16.5038,74.3623,PM10,92,216,132
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",09-03-2025 20:00:00, 16.5038,74.3623,SO2,NA,NA,NA
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",09-03-2025 20:00:00,18.664282,73.763966,CO,60,90,80
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",09-03-2025 20:00:00,19.4458210,72.7988231,SO2,1,18,5
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",09-03-2025 20:00:00,30.649961,76.331442,NH3,7,7,7
India,Punjab,Patiala,"Model Town, Patiala - PPCB",09-03-2025 20:00:00,30.349388,76.366642,PM2.5,76,147,107
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",09-03-2025 20:00:00,31.0325454,76.5623046,PM2.5,16,267,111
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",09-03-2025 20:00:00,26.470859,74.646594,NH3,7,10,8
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",09-03-2025 20:00:00,26.470859,74.646594,CO,15,71,34
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",09-03-2025 20:00:00,27.554793,76.611536,PM2.5,30,83,51
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",09-03-2025 20:00:00,27.554793,76.611536,PM10,63,110,85
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",09-03-2025 20:00:00,27.554793,76.611536,NO2,40,73,54
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",09-03-2025 20:00:00,27.215415,77.50873,OZONE,23,87,72
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",09-03-2025 20:00:00,25.339605,74.618883,PM2.5,25,146,59
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",09-03-2025 20:00:00,28.194909,76.862296,CO,14,112,96
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",09-03-2025 20:00:00,28.207266,76.829265,PM2.5,32,366,183
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",09-03-2025 20:00:00,28.018792,73.292658,PM10,50,224,130
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",09-03-2025 20:00:00,28.018792,73.292658,SO2,2,12,6
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",09-03-2025 20:00:00,22.265816,86.174829,PM2.5,NA,NA,NA
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",09-03-2025 20:00:00,22.265816,86.174829,PM10,NA,NA,NA
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",09-03-2025 20:00:00,22.265816,86.174829,OZONE,2,47,18
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",09-03-2025 20:00:00,22.18972222,84.86277778,PM10,NA,NA,NA
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",09-03-2025 20:00:00,22.24500000,84.88111111,PM10,54,120,87
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",09-03-2025 20:00:00,22.24500000,84.88111111,CO,28,51,34
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",09-03-2025 20:00:00,21.606865,85.510538,OZONE,NA,NA,NA
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",09-03-2025 20:00:00,21.8004996,83.8396977,NH3,7,7,7
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",09-03-2025 20:00:00,20.94185,86.11510,NO2,1,9,3
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",09-03-2025 20:00:00,20.94185,86.11510,CO,12,40,28
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",09-03-2025 20:00:00,20.94185,86.11510,OZONE,15,138,115
